CustomerID,Contract,Internet Service,City_Charge_Ratio,Monthly Charges,Churn_Probability,Retention_Action_Plan
2774-LVQUS,Month-to-month,Fiber optic,0.022677,83.05,0.691934,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1469-LBJQJ,Month-to-month,Fiber optic,0.014398,105.2,0.691797,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5652-MSDEY,Month-to-month,Fiber optic,0.010837,75.75,0.69162,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1602-IJQQE,Month-to-month,Fiber optic,0.013199,75.35,0.691376,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8938-UMKPI,Month-to-month,Fiber optic,0.012223,106.4,0.691287,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1571-SAVHK,Month-to-month,Fiber optic,0.009547,99.95,0.691114,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0876-WDUUZ,Month-to-month,Fiber optic,0.01173,85.4,0.689932,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2080-CAZNM,Month-to-month,Fiber optic,0.023875,104.4,0.689928,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0310-MVLET,Month-to-month,Fiber optic,0.015707,99.15,0.689838,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1478-VPOAD,Month-to-month,DSL,0.002553,43.8,0.689767,장기 약정(1~2년) 전환 유도
3566-HJGPK,Month-to-month,DSL,0.005031,45.55,0.689571,장기 약정(1~2년) 전환 유도
2523-EWWZL,Month-to-month,Fiber optic,0.016388,76.1,0.689535,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2371-JQHZZ,Month-to-month,Fiber optic,0.019771,93.0,0.68948,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
7938-OUHIO,Month-to-month,Fiber optic,0.005643,98.7,0.689442,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9053-EJUNL,Month-to-month,Fiber optic,0.022174,89.2,0.689375,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6629-CZTTH,Month-to-month,DSL,0.005245,55.7,0.68937,장기 약정(1~2년) 전환 유도
2468-SJFLM,Month-to-month,Fiber optic,0.009845,74.3,0.689248,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2884-GBPFB,Month-to-month,Fiber optic,0.008822,70.3,0.689206,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5429-LWCMV,Month-to-month,Fiber optic,0.011733,89.15,0.68917,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4853-OITSN,Month-to-month,Fiber optic,0.014762,89.15,0.689144,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9840-EFJQB,Month-to-month,Fiber optic,0.009093,74.35,0.688969,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4847-QNOKA,Month-to-month,DSL,0.006204,44.9,0.688817,장기 약정(1~2년) 전환 유도
5647-FXOTP,Month-to-month,Fiber optic,0.018962,105.9,0.688495,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0818-OCPZO,Month-to-month,Fiber optic,0.017406,81.45,0.688438,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3186-BAXNB,Month-to-month,Fiber optic,0.012317,91.7,0.688047,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8676-TRMJS,Month-to-month,Fiber optic,0.008368,75.0,0.68713,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4195-NZGTA,Month-to-month,DSL,0.00194,25.25,0.687021,장기 약정(1~2년) 전환 유도
5650-YLIBA,Month-to-month,Fiber optic,0.013635,81.15,0.687001,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2249-YPRNG,Month-to-month,Fiber optic,0.009196,105.85,0.686038,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5022-KVDQT,Month-to-month,Fiber optic,0.007343,81.3,0.685969,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6435-SRWBJ,Month-to-month,Fiber optic,0.009771,82.75,0.685961,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2187-PKZAY,Month-to-month,Fiber optic,0.016674,79.95,0.685687,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6543-CPZMK,Month-to-month,DSL,0.00408,29.95,0.685252,장기 약정(1~2년) 전환 유도
9365-SRSZE,Month-to-month,Fiber optic,0.007711,70.55,0.684352,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4816-LXZYW,Month-to-month,Fiber optic,0.01126,79.15,0.683506,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4558-FANTW,Month-to-month,Fiber optic,0.009518,91.85,0.683371,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6198-RTPMF,Month-to-month,Fiber optic,0.014264,92.6,0.683266,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6705-LXORM,Month-to-month,Fiber optic,0.010588,70.05,0.682941,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3002-WQZWT,Month-to-month,Fiber optic,0.007101,74.2,0.682778,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6817-WTYHE,Month-to-month,DSL,0.012886,44.9,0.682656,장기 약정(1~2년) 전환 유도
5028-GZLDO,Month-to-month,Fiber optic,0.003933,70.7,0.682592,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3420-ZDBMA,Month-to-month,Fiber optic,0.006935,71.45,0.682556,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0923-PNFUB,Month-to-month,Fiber optic,0.006936,83.75,0.68202,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8819-IMISP,Month-to-month,Fiber optic,0.009533,80.45,0.681822,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6734-GMPVK,Month-to-month,Fiber optic,0.0155,105.3,0.681579,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6326-MTTXK,Month-to-month,Fiber optic,0.012907,100.85,0.680935,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6906-ANDWJ,Month-to-month,Fiber optic,0.022,74.9,0.680814,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4652-NNHNY,Month-to-month,Fiber optic,0.018855,73.85,0.680814,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2378-VTKDH,Month-to-month,Fiber optic,0.015754,104.35,0.67992,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2984-AFWNC,Month-to-month,Fiber optic,0.011091,95.4,0.679891,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4074-SJFFA,Month-to-month,DSL,0.004492,54.75,0.67979,장기 약정(1~2년) 전환 유도
0374-IOEGQ,Month-to-month,DSL,0.006889,44.6,0.67974,장기 약정(1~2년) 전환 유도
6127-IYJOZ,Month-to-month,DSL,0.003878,45.85,0.679606,장기 약정(1~2년) 전환 유도
7295-JOMMD,Month-to-month,Fiber optic,0.006171,98.1,0.679384,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0196-JTUQI,Month-to-month,Fiber optic,0.008672,75.2,0.679305,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8168-UQWWF,Month-to-month,Fiber optic,0.012323,97.85,0.679025,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4299-SIMNS,Month-to-month,Fiber optic,0.009394,81.15,0.678848,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
7924-GJZFI,Month-to-month,Fiber optic,0.010211,69.3,0.678381,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6172-FECYY,Month-to-month,Fiber optic,0.011764,84.5,0.678346,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9743-DQKQW,Month-to-month,DSL,0.003648,25.1,0.678242,장기 약정(1~2년) 전환 유도
6032-IGALN,Month-to-month,DSL,0.001643,25.1,0.67813,장기 약정(1~2년) 전환 유도
4367-NHWMM,Month-to-month,DSL,0.001284,24.9,0.67813,장기 약정(1~2년) 전환 유도
8433-WXGNA,Month-to-month,Fiber optic,0.009312,75.7,0.677911,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8364-TRMMK,Month-to-month,DSL,0.003403,50.65,0.677801,장기 약정(1~2년) 전환 유도
9355-NPPFS,Month-to-month,Fiber optic,0.00642,78.8,0.677331,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9117-SHLZX,Month-to-month,DSL,0.003723,45.7,0.677303,장기 약정(1~2년) 전환 유도
5380-WJKOV,Month-to-month,Fiber optic,0.011143,106.35,0.677036,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9050-IKDZA,Month-to-month,Fiber optic,0.008812,81.5,0.67674,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2582-FFFZR,Month-to-month,DSL,0.005256,50.6,0.676579,장기 약정(1~2년) 전환 유도
5087-SUURX,Month-to-month,DSL,0.002858,39.05,0.676484,장기 약정(1~2년) 전환 유도
7410-YTJIK,Month-to-month,Fiber optic,0.016724,75.45,0.67612,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8180-AKMJV,Month-to-month,DSL,0.005112,44.55,0.676101,장기 약정(1~2년) 전환 유도
9058-CBREO,Month-to-month,DSL,0.010551,50.55,0.675771,장기 약정(1~2년) 전환 유도
8182-BJDSI,Month-to-month,Fiber optic,0.008346,89.95,0.674848,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0531-ZZJWQ,Month-to-month,Fiber optic,0.0204,74.0,0.674329,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0224-HJAPT,Month-to-month,DSL,0.006018,47.15,0.674157,장기 약정(1~2년) 전환 유도
2311-QYMUQ,Month-to-month,Fiber optic,0.019494,89.45,0.673646,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4013-TLDHQ,Month-to-month,Fiber optic,0.018732,78.25,0.673597,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8950-MTZNV,Month-to-month,DSL,0.004758,44.95,0.673176,장기 약정(1~2년) 전환 유도
5760-IFJOZ,Month-to-month,Fiber optic,0.029542,107.95,0.673156,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8785-CJSHH,Month-to-month,Fiber optic,0.011433,99.8,0.673061,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2722-JMONI,Month-to-month,DSL,0.004767,49.55,0.672829,장기 약정(1~2년) 전환 유도
4919-MOAVT,Month-to-month,Fiber optic,0.008924,69.65,0.672518,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4505-EXZHB,Month-to-month,Fiber optic,0.009757,74.4,0.67247,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6502-HCJTI,Month-to-month,Fiber optic,0.009282,94.7,0.672041,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4480-QQRHC,Month-to-month,Fiber optic,0.009177,74.05,0.671713,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8012-SOUDQ,Month-to-month,Fiber optic,0.019287,90.25,0.671712,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6821-BUXUX,Month-to-month,Fiber optic,0.026391,96.65,0.671318,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1730-ZMAME,Month-to-month,Fiber optic,0.011377,79.5,0.670981,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4671-LXRDQ,Month-to-month,DSL,0.008586,45.0,0.670915,장기 약정(1~2년) 전환 유도
6377-WHAOX,Month-to-month,Fiber optic,0.010014,106.15,0.669591,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6715-OFDBP,Month-to-month,DSL,0.005453,70.05,0.66935,장기 약정(1~2년) 전환 유도
4929-XIHVW,Month-to-month,Fiber optic,0.010842,95.5,0.669176,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6103-BOCOU,Month-to-month,Fiber optic,0.005797,80.7,0.668802,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3278-FSIXX,Month-to-month,DSL,0.009463,45.25,0.668393,장기 약정(1~2년) 전환 유도
6311-UEUME,Month-to-month,Fiber optic,0.009113,78.9,0.667908,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9237-HQITU,Month-to-month,Fiber optic,0.017167,70.7,0.667857,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0585-EGDDA,Month-to-month,Fiber optic,0.014928,80.0,0.66709,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2637-FKFSY,Month-to-month,DSL,0.010765,46.1,0.666387,장기 약정(1~2년) 전환 유도
4029-HPFVY,Month-to-month,Fiber optic,0.005144,70.3,0.666379,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6032-KRXXO,Month-to-month,Fiber optic,0.012203,90.25,0.666371,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1013-QCWAM,Month-to-month,Fiber optic,0.014323,100.8,0.66632,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3904-UKFRE,Month-to-month,Fiber optic,0.015934,80.1,0.666077,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0329-GTIAJ,Month-to-month,Fiber optic,0.01474,97.9,0.665821,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4959-JOSRX,Month-to-month,DSL,0.005721,44.6,0.665788,장기 약정(1~2년) 전환 유도
2592-SEIFQ,Month-to-month,DSL,0.001604,24.75,0.665743,장기 약정(1~2년) 전환 유도
6650-VJONK,Month-to-month,DSL,0.004642,43.85,0.665731,장기 약정(1~2년) 전환 유도
2081-VEYEH,Month-to-month,Fiber optic,0.017761,107.95,0.6656,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4763-PGDPO,Month-to-month,Fiber optic,0.008385,70.4,0.6652,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2025-JKFWI,Month-to-month,Fiber optic,0.012922,99.0,0.66494,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8485-GJCDN,Month-to-month,Fiber optic,0.004343,69.05,0.664911,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0650-BWOZN,Month-to-month,Fiber optic,0.011095,73.55,0.664868,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9661-MHUMO,Month-to-month,DSL,0.004105,49.25,0.664248,장기 약정(1~2년) 전환 유도
0620-DLSLK,Month-to-month,Fiber optic,0.010493,81.9,0.664159,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2275-RBYQS,Month-to-month,DSL,0.005224,45.4,0.664074,장기 약정(1~2년) 전환 유도
5935-FCCNB,Month-to-month,Fiber optic,0.01269,94.2,0.663987,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8818-XYFCQ,Month-to-month,Fiber optic,0.006415,99.55,0.663813,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5590-BYNII,Month-to-month,Fiber optic,0.013817,100.75,0.663682,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3956-MGXOG,Month-to-month,Fiber optic,0.01279,80.6,0.663301,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2232-DMLXU,Month-to-month,DSL,0.008877,55.2,0.663176,장기 약정(1~2년) 전환 유도
0772-GYEQQ,Month-to-month,Fiber optic,0.012908,88.35,0.663002,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2373-NTKOD,Month-to-month,DSL,0.008884,66.25,0.662714,장기 약정(1~2년) 전환 유도
4385-GZQXV,Month-to-month,Fiber optic,0.013862,94.45,0.662644,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0722-SVSFK,Month-to-month,Fiber optic,0.007835,100.4,0.661795,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5701-YVSVF,Month-to-month,Fiber optic,0.008939,82.9,0.661196,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
7841-TZDMQ,Month-to-month,DSL,0.007055,46.0,0.661069,장기 약정(1~2년) 전환 유도
7663-RGWBC,Month-to-month,DSL,0.003105,44.15,0.660986,장기 약정(1~2년) 전환 유도
5650-VDUDS,Month-to-month,DSL,0.005826,24.25,0.660956,장기 약정(1~2년) 전환 유도
0533-BNWKF,Month-to-month,Fiber optic,0.011589,85.45,0.660376,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3317-HRTNN,Month-to-month,DSL,0.007436,45.7,0.659935,장기 약정(1~2년) 전환 유도
0886-QGENL,Month-to-month,Fiber optic,0.012924,101.25,0.659427,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0621-TWIEM,Month-to-month,DSL,0.006001,45.55,0.659373,장기 약정(1~2년) 전환 유도
9514-JDSKI,Month-to-month,DSL,0.006423,40.2,0.659235,장기 약정(1~2년) 전환 유도
4566-QVRRW,Month-to-month,DSL,0.007092,44.05,0.658219,장기 약정(1~2년) 전환 유도
8064-RAVOH,Month-to-month,DSL,0.006435,49.85,0.65816,장기 약정(1~2년) 전환 유도
5044-LRQAQ,Month-to-month,Fiber optic,0.004371,69.2,0.657778,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6260-ONULR,Month-to-month,DSL,0.00958,62.8,0.657732,장기 약정(1~2년) 전환 유도
2103-ZRXFN,Month-to-month,DSL,0.006134,50.75,0.657065,장기 약정(1~2년) 전환 유도
6178-KFNHS,Month-to-month,Fiber optic,0.010738,78.3,0.656945,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3961-SXAXY,Month-to-month,DSL,0.003781,44.05,0.656719,장기 약정(1~2년) 전환 유도
1934-SJVJK,Month-to-month,No,0.002354,20.15,0.656656,장기 약정(1~2년) 전환 유도
6615-ZGEDR,Month-to-month,No,0.002301,19.7,0.656656,장기 약정(1~2년) 전환 유도
6961-VCPMC,Month-to-month,Fiber optic,0.018288,80.4,0.656474,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0793-TWELN,Month-to-month,Fiber optic,0.011013,80.15,0.656377,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2189-WWOEW,Month-to-month,Fiber optic,0.006273,85.9,0.656317,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5167-GBFRE,Month-to-month,DSL,0.002473,25.2,0.655492,장기 약정(1~2년) 전환 유도
3751-KTZEL,Month-to-month,DSL,0.007171,35.05,0.655193,장기 약정(1~2년) 전환 유도
0958-YHXGP,Month-to-month,Fiber optic,0.016116,69.9,0.655124,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1918-ZBFQJ,Month-to-month,Fiber optic,0.010663,79.25,0.655119,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8665-UTDHZ,Month-to-month,DSL,0.005996,30.2,0.654969,장기 약정(1~2년) 전환 유도
7752-XUSCI,Month-to-month,Fiber optic,0.018009,105.9,0.654192,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5405-ZMYXQ,Month-to-month,Fiber optic,0.012108,74.6,0.654028,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2603-HVKCG,Month-to-month,Fiber optic,0.015534,101.4,0.653939,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3714-NTNFO,Month-to-month,Fiber optic,0.009798,84.5,0.653647,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5590-YRFJT,Month-to-month,DSL,0.003486,24.45,0.652372,장기 약정(1~2년) 전환 유도
3565-UNOCC,Month-to-month,Fiber optic,0.010937,99.05,0.65219,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0432-CAJZV,Month-to-month,Fiber optic,0.044274,90.7,0.652025,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3916-NRPAP,Month-to-month,Fiber optic,0.012455,85.7,0.651912,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4325-NFSKC,Month-to-month,Fiber optic,0.005731,90.6,0.651816,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3050-GBUSH,Month-to-month,DSL,0.002121,34.8,0.651748,장기 약정(1~2년) 전환 유도
2038-OEQZH,Month-to-month,Fiber optic,0.009076,86.05,0.651383,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9448-REEVD,Month-to-month,DSL,0.006503,44.7,0.651243,장기 약정(1~2년) 전환 유도
5669-SRAIP,Month-to-month,DSL,0.002324,39.5,0.651099,장기 약정(1~2년) 전환 유도
2195-ZRVAX,Month-to-month,Fiber optic,0.011189,85.3,0.651053,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6347-DCUIK,Month-to-month,Fiber optic,0.013733,74.15,0.650775,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2369-UAPKZ,Month-to-month,Fiber optic,0.009944,104.1,0.650714,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5536-SLHPM,Month-to-month,Fiber optic,0.006946,77.75,0.649153,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
7855-DIWPO,Month-to-month,Fiber optic,0.005865,68.65,0.64902,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9026-RNUJS,Month-to-month,DSL,0.007595,50.35,0.648935,장기 약정(1~2년) 전환 유도
9408-SSNVZ,Month-to-month,Fiber optic,0.005311,70.15,0.648176,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0096-BXERS,Month-to-month,DSL,0.007718,50.35,0.647706,장기 약정(1~2년) 전환 유도
9637-EIHEQ,Month-to-month,DSL,0.015771,50.8,0.647619,장기 약정(1~2년) 전환 유도
4536-PLEQY,Month-to-month,Fiber optic,0.027175,85.05,0.64749,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1670-SVOWZ,Month-to-month,Fiber optic,0.00934,89.65,0.647439,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1384-RCUXW,Month-to-month,Fiber optic,0.021783,80.55,0.647347,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2842-JTCCU,Month-to-month,DSL,0.006108,46.05,0.647195,장기 약정(1~2년) 전환 유도
6905-NIQIN,Month-to-month,DSL,0.006405,50.65,0.647019,장기 약정(1~2년) 전환 유도
0258-NOKBL,Month-to-month,Fiber optic,0.017031,90.4,0.646986,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8035-PWSEV,Month-to-month,Fiber optic,0.008008,89.25,0.646809,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9638-JIQYA,Month-to-month,DSL,0.00207,24.9,0.645376,장기 약정(1~2년) 전환 유도
3096-IZETN,Month-to-month,Fiber optic,0.009945,78.1,0.645292,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9494-MRNYX,Month-to-month,Fiber optic,0.014686,75.05,0.645061,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5899-OUVKV,Month-to-month,Fiber optic,0.017456,94.5,0.64445,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5404-GGUKR,Month-to-month,DSL,0.005399,51.35,0.644262,장기 약정(1~2년) 전환 유도
6599-SFQVE,Month-to-month,DSL,0.003356,55.0,0.644043,장기 약정(1~2년) 전환 유도
4193-ORFCL,Month-to-month,DSL,0.008175,45.1,0.644016,장기 약정(1~2년) 전환 유도
8224-DWCKX,Month-to-month,Fiber optic,0.004468,73.3,0.644002,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
8824-RWFXJ,Month-to-month,DSL,0.00601,56.15,0.643995,장기 약정(1~2년) 전환 유도
4273-MBHYA,Month-to-month,Fiber optic,0.022867,89.35,0.643678,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3946-MHCZW,Month-to-month,DSL,0.006073,50.9,0.643591,장기 약정(1~2년) 전환 유도
0430-IHCDJ,Month-to-month,DSL,0.006904,49.0,0.642979,장기 약정(1~2년) 전환 유도
6304-IJFSQ,Month-to-month,DSL,0.011135,49.9,0.642669,장기 약정(1~2년) 전환 유도
7562-UXTPG,Month-to-month,Fiber optic,0.011303,70.15,0.642519,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1932-UEDCX,Month-to-month,Fiber optic,0.017572,100.6,0.642322,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
6778-YSNIH,Month-to-month,DSL,0.008646,59.0,0.642271,장기 약정(1~2년) 전환 유도
1010-DIAUQ,Month-to-month,Fiber optic,0.011798,96.5,0.642191,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3413-BMNZE,Month-to-month,DSL,0.009423,45.25,0.641755,장기 약정(1~2년) 전환 유도
9620-ENEJV,Month-to-month,Fiber optic,0.020722,70.55,0.641736,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
7470-MCQTK,Month-to-month,DSL,0.01243,48.75,0.641361,장기 약정(1~2년) 전환 유도
8266-VBFQL,Month-to-month,Fiber optic,0.007159,90.4,0.641317,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9108-EJFJP,Month-to-month,DSL,0.012733,53.55,0.641101,장기 약정(1~2년) 전환 유도
3536-IQCTX,Month-to-month,Fiber optic,0.008049,85.3,0.640779,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5968-VXZLG,Month-to-month,DSL,0.003012,46.6,0.640318,장기 약정(1~2년) 전환 유도
8988-ECPJR,Month-to-month,Fiber optic,0.012801,79.6,0.640292,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
3703-KBKZP,Month-to-month,Fiber optic,0.009816,74.45,0.639948,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4423-YLHDV,Month-to-month,Fiber optic,0.022311,104.4,0.6399,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4583-PARNH,Month-to-month,Fiber optic,0.018881,91.55,0.639828,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5091-HFAZW,Month-to-month,Fiber optic,0.012308,91.15,0.639626,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9692-TUSXH,Month-to-month,Fiber optic,0.010064,96.05,0.639279,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
2860-RANUS,Month-to-month,Fiber optic,0.012746,85.8,0.639172,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
7562-GSUHK,Month-to-month,Fiber optic,0.016437,93.2,0.639075,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9369-XFEHK,Month-to-month,Fiber optic,0.00506,80.6,0.638899,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
9279-CJEOJ,Month-to-month,Fiber optic,0.013673,95.4,0.638893,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0529-ONKER,Month-to-month,Fiber optic,0.007799,75.65,0.638777,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
1522-VVDMG,Month-to-month,Fiber optic,0.005965,89.75,0.63821,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
5439-WIKXB,Month-to-month,Fiber optic,0.012456,94.55,0.637963,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
7952-OBOYL,Month-to-month,Fiber optic,0.011662,89.85,0.637873,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
0115-TFERT,Month-to-month,Fiber optic,0.027215,111.2,0.637808,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
4547-LYTDD,Month-to-month,Fiber optic,0.010951,72.65,0.636762,장기 약정(1~2년) 전환 유도 및 결합 쿠폰 제공
