"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US94525","ZCTA5 94525","1539","193","7.2","7.7","1.0","1.7","3.8","3.5","5.2","3.7","9.1","5.2","8.3","4.8","10.8","5.0","17.1","6.4","15.1","6.2","22.5","6.4","110899","13040","137389","19989","38.5","(X)","(X)","(X)","(X)","(X)","846","155","10.5","13.1","0.0","4.9","0.0","4.9","1.3","2.0","2.7","2.9","8.0","6.4","6.9","5.9","19.1","8.0","20.1","10.7","31.3","11.6","158750","38588","173086","37421","(X)","(X)","34.5","(X)","(X)","(X)","634","127","0.0","6.5","0.0","6.5","0.0","6.5","0.0","6.5","3.6","3.9","9.5","8.4","7.3","7.2","14.7","7.8","26.3","12.4","38.6","12.3","175053","28090","N","N","(X)","(X)","(X)","(X)","(X)","(X)","693","146","3.2","3.5","2.3","3.8","8.4","7.9","10.0","8.1","16.9","10.0","8.5","7.1","15.6","8.5","17.7","11.6","5.8","4.9","11.7","6.3","76250","32359","91942","17657","(X)","(X)","(X)","(X)","43.4","(X)",
"860Z200US94526","ZCTA5 94526","11843","460","2.3","1.2","1.5","1.0","2.1","1.0","1.2","0.7","2.2","0.9","5.1","1.7","5.0","1.5","15.1","2.8","10.2","1.7","55.3","2.9","225097","17641","293443","16375","28.7","(X)","(X)","(X)","(X)","(X)","9011","401","1.6","1.0","0.3","0.3","1.5","1.0","0.8","0.8","1.3","0.8","2.1","1.2","3.9","1.7","14.4","3.3","10.0","1.7","64.2","3.8","250,000+","***","326588","21616","(X)","(X)","29.1","(X)","(X)","(X)","7929","429","0.8","0.7","0.1","0.1","1.6","1.1","0.5","0.5","1.2","0.7","1.8","1.1","3.1","1.6","13.2","2.9","9.3","1.9","68.5","3.7","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2832","379","4.8","4.1","5.5","3.9","4.0","2.7","2.4","2.0","5.3","3.0","14.5","6.3","11.1","5.2","18.1","5.8","9.6","4.0","24.5","6.9","105688","18620","171736","45870","(X)","(X)","(X)","(X)","26.2","(X)",
"860Z200US94528","ZCTA5 94528","424","159","6.1","8.8","0.0","9.5","9.7","15.2","5.4","8.5","0.0","9.5","8.5","12.8","4.7","8.9","0.0","9.5","15.6","14.2","50.0","23.5","207500","151231","325963","167197","26.9","(X)","(X)","(X)","(X)","(X)","338","157","7.7","11.1","0.0","11.8","0.0","11.8","6.8","10.8","0.0","11.8","10.7","16.0","5.9","11.6","0.0","11.8","16.3","16.9","52.7","26.5","248400","182047","373665","192088","(X)","(X)","33.7","(X)","(X)","(X)","312","156","0.0","12.7","0.0","12.7","0.0","12.7","7.4","11.6","0.0","12.7","11.5","17.4","6.4","12.7","0.0","12.7","17.6","18.3","57.1","27.5","249700","137937","N","N","(X)","(X)","(X)","(X)","(X)","(X)","86","75","0.0","36.4","0.0","36.4","47.7","52.3","0.0","36.4","0.0","36.4","0.0","36.4","0.0","36.4","0.0","36.4","12.8","26.2","39.5","56.1","-","**","138483","141396","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US94530","ZCTA5 94530","11021","321","3.3","1.1","1.0","0.4","2.8","0.9","4.0","1.4","7.3","1.6","10.2","1.9","12.2","2.2","16.0","2.1","12.0","2.0","31.2","2.8","128529","8482","175088","11923","30.5","(X)","(X)","(X)","(X)","(X)","6881","317","1.9","1.5","0.7","0.5","1.5","0.8","2.6","0.9","6.3","2.1","9.3","2.3","10.8","2.9","15.1","2.6","12.6","2.5","39.4","3.9","154045","13601","203978","16326","(X)","(X)","29.8","(X)","(X)","(X)","5246","346","0.9","0.5","0.5","0.5","1.9","1.0","1.9","0.9","5.2","1.9","6.8","1.8","7.3","1.8","13.9","2.6","12.5","2.6","49.1","4.1","196842","14743","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4140","366","5.7","2.2","1.6","1.1","5.2","2.1","6.5","3.3","8.9","3.0","14.4","3.5","15.5","3.8","15.2","3.4","11.4","3.8","15.6","3.5","87588","5665","115505","10170","(X)","(X)","(X)","(X)","29.8","(X)",
"860Z200US94531","ZCTA5 94531","13905","601","1.7","0.8","1.0","0.6","3.9","1.5","4.0","1.4","5.4","1.8","9.0","1.9","14.7","2.9","20.4","3.1","14.7","2.3","25.1","3.2","120927","6683","148742","7745","47.5","(X)","(X)","(X)","(X)","(X)","11291","479","0.9","0.6","0.9","0.7","3.3","1.9","4.0","1.4","3.8","1.3","10.6","2.3","12.7","2.9","19.1","3.3","16.7","3.3","28.1","3.2","133666","12489","159200","8930","(X)","(X)","48.2","(X)","(X)","(X)","7822","499","0.7","0.6","0.2","0.3","2.1","1.5","3.0","1.4","2.5","1.4","6.8","1.8","12.2","3.1","22.4","4.3","16.7","3.5","33.5","4.4","150671","17644","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2614","523","6.1","3.7","1.6","1.2","9.0","4.5","7.0","3.9","13.4","6.3","8.1","5.7","25.6","7.0","19.0","6.7","7.9","4.7","2.4","2.0","80247","12242","80138","8392","(X)","(X)","(X)","(X)","41.0","(X)",
"860Z200US94533","ZCTA5 94533","25174","619","5.2","1.2","2.0","0.9","4.1","1.0","6.8","1.6","8.8","1.3","16.9","2.0","12.2","1.8","22.7","1.9","9.4","1.3","11.8","1.4","87384","3491","108702","4217","39.6","(X)","(X)","(X)","(X)","(X)","18033","629","3.5","1.0","1.8","0.9","3.2","1.1","6.3","1.8","7.4","1.6","15.3","2.5","13.0","1.9","25.8","2.6","9.7","1.6","14.0","1.7","98622","6757","117388","4773","(X)","(X)","39.8","(X)","(X)","(X)","11978","649","1.6","0.9","1.3","1.0","2.0","1.0","3.8","1.7","5.7","1.9","13.2","2.4","13.2","2.6","28.9","3.6","13.1","2.2","17.3","2.4","116401","8218","131369","5026","(X)","(X)","(X)","(X)","(X)","(X)","7141","696","11.7","3.2","3.9","1.9","7.5","2.3","9.5","3.1","14.1","3.1","19.6","4.0","10.9","2.7","14.0","3.1","4.7","2.1","4.0","1.9","55890","9250","73503","11355","(X)","(X)","(X)","(X)","37.3","(X)",
"860Z200US94534","ZCTA5 94534","14036","508","4.1","1.5","1.2","0.7","1.7","0.8","3.5","1.3","5.9","1.5","8.7","2.0","9.9","2.0","17.8","2.5","15.5","2.1","31.6","2.9","140198","11162","174532","8002","37.5","(X)","(X)","(X)","(X)","(X)","10429","475","1.0","0.6","0.5","0.5","1.3","0.9","2.4","1.3","5.1","1.8","7.3","2.2","9.0","2.1","16.8","2.6","18.0","2.4","38.6","3.6","168623","8222","199205","10224","(X)","(X)","39.6","(X)","(X)","(X)","8453","516","0.9","0.7","0.3","0.4","0.8","0.7","1.4","1.1","2.6","1.4","6.9","2.5","7.5","2.1","16.8","3.1","19.0","2.5","43.8","4.1","185017","11092","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3607","360","12.8","5.6","3.2","2.8","4.0","3.1","6.4","3.0","10.2","4.3","13.8","5.1","13.0","4.1","22.3","5.6","7.6","2.7","6.7","3.3","73625","12149","90639","11601","(X)","(X)","(X)","(X)","28.1","(X)",
"860Z200US94535","ZCTA5 94535","1054","150","0.5","0.7","0.0","3.9","2.7","2.0","1.9","1.8","14.1","7.0","22.9","8.4","28.2","10.2","18.4","6.6","8.6","4.7","2.8","2.6","83879","8756","94751","9529","28.1","(X)","(X)","(X)","(X)","(X)","998","159","0.0","4.2","0.0","4.2","1.9","1.8","2.0","1.9","12.8","6.4","23.0","9.0","29.3","10.6","18.9","7.0","9.1","5.0","2.9","2.7","85385","6271","97278","9646","(X)","(X)","27.8","(X)","(X)","(X)","974","161","0.0","4.3","0.0","4.3","1.2","1.6","2.1","1.9","12.8","6.6","23.1","9.1","30.0","10.8","18.9","7.1","8.9","5.3","3.0","2.8","85500","6069","N","N","(X)","(X)","(X)","(X)","(X)","(X)","56","37","8.9","12.7","0.0","45.3","16.1","21.1","0.0","45.3","37.5","36.4","28.6","21.2","0.0","45.3","8.9","13.4","0.0","45.3","0.0","45.3","41667","17946","48625","12718","(X)","(X)","(X)","(X)","33.9","(X)",
"860Z200US94536","ZCTA5 94536","25205","716","2.6","0.7","2.0","0.7","2.6","0.8","2.5","0.8","4.6","1.2","8.1","1.5","6.1","1.2","16.9","2.0","14.1","1.8","40.5","2.6","167662","10967","200690","6965","28.1","(X)","(X)","(X)","(X)","(X)","18821","715","1.1","0.5","1.3","0.8","1.2","0.6","1.5","0.7","3.3","1.0","7.3","1.6","5.1","1.2","16.5","2.4","15.2","2.3","47.5","3.1","190719","9235","228777","8770","(X)","(X)","28.1","(X)","(X)","(X)","15741","735","0.6","0.5","0.4","0.3","1.2","0.7","1.3","0.8","2.1","0.8","5.1","1.4","4.3","1.4","15.4","2.6","15.5","2.3","54.1","3.5","209973","13291","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6384","658","7.8","2.4","4.4","2.1","6.3","2.6","5.6","2.4","8.9","3.7","11.7","3.9","9.2","2.7","18.1","3.7","10.5","3.3","17.7","4.3","88750","12529","111930","8976","(X)","(X)","(X)","(X)","27.2","(X)",
"860Z200US94538","ZCTA5 94538","23628","746","2.7","0.7","1.4","0.6","2.6","1.2","2.4","0.8","5.4","1.3","10.8","1.7","7.3","1.5","18.2","2.0","16.4","1.7","32.7","2.6","147301","6972","176321","7465","29.2","(X)","(X)","(X)","(X)","(X)","17196","691","2.0","0.8","0.9","0.4","1.2","0.5","1.7","0.8","5.2","1.4","10.0","1.9","6.1","1.5","18.8","2.4","17.9","2.0","36.1","2.9","162837","9124","191923","8064","(X)","(X)","28.9","(X)","(X)","(X)","13393","656","1.6","0.9","0.4","0.4","1.0","0.5","0.8","0.4","3.4","1.5","5.9","1.6","5.5","1.6","18.8","2.9","19.9","2.5","42.8","3.6","184655","11164","216064","10116","(X)","(X)","(X)","(X)","(X)","(X)","6432","522","5.2","1.8","3.0","1.7","6.3","3.9","4.4","1.8","7.1","2.8","14.5","3.6","12.0","3.7","14.5","3.3","12.1","3.5","20.9","3.8","96157","9289","125980","11389","(X)","(X)","(X)","(X)","28.0","(X)",
"860Z200US94539","ZCTA5 94539","17375","546","1.9","0.5","0.7","0.3","2.9","1.0","1.5","0.7","2.7","1.0","4.4","1.2","4.9","1.1","10.2","1.5","10.0","1.3","60.7","1.8","243552","3596","288277","10292","28.7","(X)","(X)","(X)","(X)","(X)","14852","497","1.2","0.6","0.3","0.2","2.1","1.0","0.9","0.6","1.9","0.9","3.6","1.1","4.2","1.1","9.0","1.5","9.9","1.4","66.8","2.0","250,000+","***","313352","11112","(X)","(X)","28.6","(X)","(X)","(X)","13190","479","0.4","0.4","0.3","0.3","1.5","0.9","0.4","0.3","1.5","0.8","2.5","0.7","3.9","1.2","8.1","1.5","10.2","1.5","71.1","2.3","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2523","314","6.6","2.3","2.8","2.2","8.3","4.6","4.9","3.1","6.8","3.1","9.2","3.8","10.3","4.5","19.2","4.8","10.3","4.2","21.7","6.0","104053","18158","134811","16207","(X)","(X)","(X)","(X)","28.4","(X)",
"860Z200US94541","ZCTA5 94541","21584","754","3.2","0.9","2.9","0.8","3.1","1.0","5.0","1.2","8.6","1.6","13.1","2.0","11.4","1.7","19.5","2.1","14.3","2.1","18.8","2.2","105729","5765","130417","6129","36.6","(X)","(X)","(X)","(X)","(X)","14752","785","2.3","0.9","1.6","0.7","1.6","1.0","4.8","1.3","6.6","1.6","13.9","2.3","9.6","1.8","21.9","2.6","15.8","2.5","21.9","2.6","118635","5283","140825","6694","(X)","(X)","40.8","(X)","(X)","(X)","10141","717","0.7","0.5","0.7","0.6","0.7","0.5","3.1","1.3","4.4","1.6","13.2","2.8","10.6","2.5","21.6","3.2","17.9","3.2","27.1","3.2","137245","9944","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6832","577","6.7","2.1","6.0","2.1","6.8","2.7","7.3","2.4","12.4","3.3","14.2","3.4","14.4","3.6","13.5","3.5","8.1","2.6","10.4","3.1","71204","4617","97914","10307","(X)","(X)","(X)","(X)","25.9","(X)",
"860Z200US94542","ZCTA5 94542","4936","385","2.1","1.5","2.5","1.6","1.5","1.1","1.2","1.6","6.8","3.3","11.6","4.1","9.2","2.9","20.3","4.2","10.7","3.2","34.2","4.0","133734","11692","180842","12720","33.1","(X)","(X)","(X)","(X)","(X)","3479","330","0.4","0.6","1.7","1.4","1.5","1.4","0.4","0.5","6.6","3.8","9.5","4.3","10.2","4.4","21.7","5.0","9.8","3.5","38.2","5.0","142445","20077","197124","17393","(X)","(X)","32.8","(X)","(X)","(X)","2771","276","0.0","1.5","0.5","0.8","0.8","0.9","0.3","0.5","3.4","2.2","7.1","4.8","8.9","4.4","25.1","6.5","12.3","4.4","41.6","6.5","167618","23146","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1457","264","7.3","4.9","4.3","4.2","3.6","3.5","3.4","5.3","8.4","6.5","18.9","10.1","10.0","5.2","14.7","7.4","9.4","5.1","20.0","6.8","87702","14812","125634","20422","(X)","(X)","(X)","(X)","33.3","(X)",
"860Z200US94544","ZCTA5 94544","22991","715","4.0","0.9","1.3","0.5","3.7","1.0","4.8","1.2","7.7","1.4","10.3","1.5","14.2","2.0","18.7","1.9","14.4","1.7","20.8","2.3","107785","5555","135020","6184","40.5","(X)","(X)","(X)","(X)","(X)","17861","726","1.6","0.6","0.9","0.5","2.9","1.0","4.5","1.3","7.8","1.8","9.7","1.5","15.0","2.6","19.9","2.4","14.8","2.1","22.9","2.7","118381","8747","143504","7055","(X)","(X)","42.7","(X)","(X)","(X)","12299","646","0.5","0.4","0.4","0.3","2.8","1.2","2.8","1.0","6.3","2.1","7.5","1.4","13.4","2.8","19.5","2.9","18.4","2.9","28.5","3.7","139877","11174","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5130","487","12.9","3.3","4.1","1.8","7.6","2.8","7.5","2.5","8.3","2.6","13.8","3.6","15.4","3.3","12.2","3.1","8.1","3.3","10.2","4.3","67111","6992","87790","10912","(X)","(X)","(X)","(X)","31.0","(X)",
"860Z200US94545","ZCTA5 94545","10085","525","4.3","1.6","2.1","1.3","5.3","2.4","4.6","1.6","5.4","2.4","7.6","1.9","13.7","3.2","17.5","2.7","13.6","2.5","25.7","3.0","114356","13099","147820","10524","43.4","(X)","(X)","(X)","(X)","(X)","7506","462","3.3","1.7","1.7","1.4","2.4","1.0","2.7","1.3","3.6","1.7","9.5","2.6","12.1","3.4","19.3","3.1","14.0","2.8","31.3","3.7","135000","12142","167226","12097","(X)","(X)","46.3","(X)","(X)","(X)","5587","411","3.1","2.0","0.2","0.2","2.5","1.2","3.0","1.7","2.9","1.4","9.2","3.2","10.9","3.4","19.9","3.6","15.8","3.6","32.6","4.7","147138","15057","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2579","440","7.4","3.8","3.3","2.9","13.9","9.2","10.9","4.9","11.1","8.8","4.6","2.4","19.2","8.1","12.4","5.4","11.4","4.9","6.0","2.5","68616","33696","81612","11646","(X)","(X)","(X)","(X)","34.3","(X)",
"860Z200US94546","ZCTA5 94546","15565","642","4.1","1.3","1.2","0.6","2.7","1.0","3.4","1.3","5.5","1.2","12.1","1.8","9.2","1.8","19.5","2.7","12.9","1.8","29.5","2.8","128385","6031","161274","8167","32.7","(X)","(X)","(X)","(X)","(X)","11560","574","1.9","0.9","0.6","0.5","1.3","0.7","3.2","1.6","3.8","1.3","11.2","2.2","7.8","2.0","19.9","2.8","14.8","2.4","35.5","3.3","150650","8683","183805","9821","(X)","(X)","33.8","(X)","(X)","(X)","8935","563","1.2","0.8","0.3","0.3","0.6","0.6","1.9","1.4","3.6","1.5","9.4","2.3","6.4","2.0","18.5","3.4","17.2","2.9","40.9","4.0","169568","13622","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4005","446","11.0","4.2","2.8","1.5","6.9","3.4","5.2","2.1","9.9","3.4","14.1","3.8","12.7","4.1","20.1","5.4","6.7","3.4","10.5","4.0","75059","12208","89115","8222","(X)","(X)","(X)","(X)","28.3","(X)",
"860Z200US94547","ZCTA5 94547","9355","442","4.0","1.7","1.2","0.8","4.5","3.3","2.7","1.9","3.7","1.2","12.1","3.0","9.7","2.5","20.6","4.3","12.6","2.3","28.8","3.3","129397","8414","154418","7730","40.6","(X)","(X)","(X)","(X)","(X)","6884","311","1.1","0.9","0.8","0.7","0.9","0.7","2.8","2.3","3.9","1.4","10.7","3.6","10.0","3.0","22.6","4.4","13.5","2.8","33.7","4.0","144508","11264","169435","9041","(X)","(X)","42.2","(X)","(X)","(X)","5055","376","0.2","0.3","0.7","0.7","0.4","0.4","0.1","0.1","2.5","1.3","8.5","3.8","9.0","2.9","23.3","5.1","15.7","3.3","39.5","5.0","174904","20319","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2471","519","12.2","5.8","2.2","1.9","15.6","10.9","4.9","2.9","2.9","2.2","14.8","7.1","8.9","5.1","21.4","9.3","7.8","3.5","9.3","3.4","64701","24557","93846","12492","(X)","(X)","(X)","(X)","34.4","(X)",
"860Z200US94548","ZCTA5 94548","259","114","0.0","15.1","0.0","15.1","0.0","15.1","0.0","15.1","5.4","10.0","12.4","14.7","0.0","15.1","11.6","17.7","21.6","20.0","49.0","21.7","189653","93798","214089","49067","52.9","(X)","(X)","(X)","(X)","(X)","189","90","0.0","20.0","0.0","20.0","0.0","20.0","0.0","20.0","7.4","13.6","18.0","27.5","0.0","20.0","15.9","23.2","9.5","15.4","49.2","33.5","189792","136514","201999","71615","(X)","(X)","35.4","(X)","(X)","(X)","141","95","0.0","25.6","0.0","25.6","0.0","25.6","0.0","25.6","0.0","25.6","0.0","25.6","0.0","25.6","21.3","29.9","12.8","22.4","66.0","36.0","226520","85104","N","N","(X)","(X)","(X)","(X)","(X)","(X)","70","76","0.0","40.5","0.0","40.5","0.0","40.5","0.0","40.5","0.0","40.5","45.7","54.3","0.0","40.5","0.0","40.5","54.3","54.3","0.0","40.5","-","**","N","N","(X)","(X)","(X)","(X)","100.0","(X)",
"860Z200US94549","ZCTA5 94549","10682","409","1.6","1.1","1.2","0.8","1.7","0.9","1.9","1.3","2.5","1.4","7.2","2.2","4.5","1.6","12.4","2.6","10.8","2.5","56.2","3.5","234516","25465","325649","19158","33.1","(X)","(X)","(X)","(X)","(X)","8365","378","1.3","1.0","0.5","0.6","0.8","0.7","1.1","1.2","3.1","1.7","5.4","2.2","3.3","1.6","10.1","2.5","9.9","2.7","64.5","3.8","250,000+","***","363703","22768","(X)","(X)","32.3","(X)","(X)","(X)","7227","420","0.8","1.0","0.0","0.6","0.6","0.5","0.3","0.4","3.0","1.8","4.0","2.0","3.2","1.8","8.0","2.3","10.5","3.0","69.6","4.2","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2317","409","2.9","2.9","3.8","2.9","4.7","3.2","5.0","3.7","4.0","3.1","11.0","5.1","9.0","4.5","26.5","9.1","12.0","5.1","21.1","7.8","110855","7714","158713","29755","(X)","(X)","(X)","(X)","33.2","(X)",
"860Z200US94550","ZCTA5 94550","17564","612","3.2","1.0","1.3","0.5","2.8","0.9","3.1","1.0","3.8","1.0","5.7","1.1","7.3","1.4","14.4","1.9","12.8","1.6","45.5","2.5","180295","8738","228475","13062","31.5","(X)","(X)","(X)","(X)","(X)","13282","563","1.3","0.7","0.8","0.5","1.8","0.6","1.7","1.0","2.1","0.8","4.3","1.3","6.9","1.6","14.2","2.0","13.4","2.0","53.5","2.9","210966","6524","260013","15919","(X)","(X)","34.0","(X)","(X)","(X)","11642","540","0.6","0.5","0.1","0.1","1.6","0.7","1.3","0.8","1.9","0.8","3.6","1.2","6.4","1.6","13.7","2.1","13.5","2.2","57.3","3.1","220940","10947","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4282","422","9.2","3.3","3.6","1.8","6.8","3.2","7.9","3.5","9.1","3.5","9.6","3.3","8.5","3.1","16.4","4.0","10.9","3.5","18.0","4.4","86044","18457","120013","14216","(X)","(X)","(X)","(X)","22.7","(X)",
"860Z200US94551","ZCTA5 94551","14052","529","2.6","1.2","1.8","1.1","2.3","1.0","2.7","1.0","6.0","2.1","9.8","2.3","9.5","2.9","17.9","2.8","14.4","2.6","33.2","2.7","145392","5842","170631","6765","32.8","(X)","(X)","(X)","(X)","(X)","9862","544","0.7","1.0","0.2","0.2","1.5","0.9","2.4","1.5","6.1","3.1","6.1","1.8","6.8","2.0","18.0","3.2","17.4","3.2","40.9","3.6","169133","6906","192284","8425","(X)","(X)","33.4","(X)","(X)","(X)","8203","567","0.8","1.3","0.2","0.2","1.3","0.8","2.6","1.8","1.7","1.2","5.8","1.9","6.5","2.2","17.4","3.4","17.6","3.4","46.0","4.2","180949","18133","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4190","586","8.6","4.0","5.8","3.7","4.0","2.3","5.4","2.9","10.3","4.9","12.6","4.7","15.1","7.2","18.8","5.3","5.2","2.2","14.2","4.2","78679","6825","109839","13951","(X)","(X)","(X)","(X)","26.7","(X)",
"860Z200US94552","ZCTA5 94552","5021","444","6.0","2.3","1.6","1.1","1.1","0.8","2.6","1.6","3.3","1.7","3.8","2.1","7.4","2.5","9.7","3.0","12.2","3.2","52.2","4.9","212605","21902","225929","15270","35.3","(X)","(X)","(X)","(X)","(X)","4213","413","3.4","2.0","0.8","0.9","0.6","0.6","2.2","1.7","2.8","1.7","3.2","1.8","7.2","2.8","10.3","3.6","11.4","3.7","58.1","5.4","216308","13474","240211","16636","(X)","(X)","37.5","(X)","(X)","(X)","3631","411","1.2","1.1","0.5","0.8","0.6","0.7","1.4","1.6","1.9","1.4","2.8","1.7","6.7","2.7","10.0","3.8","11.8","4.2","63.4","5.2","237022","36333","N","N","(X)","(X)","(X)","(X)","(X)","(X)","808","177","19.1","11.6","5.6","6.4","3.6","3.6","5.9","4.0","6.1","5.1","7.3","5.8","10.3","8.1","12.0","9.6","10.1","9.2","20.0","8.6","86250","38002","138838","35164","(X)","(X)","(X)","(X)","21.9","(X)",
"860Z200US94553","ZCTA5 94553","19141","551","3.4","1.0","2.5","1.1","2.4","0.8","4.5","1.3","4.8","1.1","10.4","1.8","12.0","2.3","18.4","2.2","15.6","2.1","26.0","2.4","124130","5655","151823","6180","33.9","(X)","(X)","(X)","(X)","(X)","12852","550","2.1","1.1","0.8","0.8","2.2","0.8","3.7","1.2","4.2","1.3","7.8","1.8","13.9","3.0","18.0","2.2","16.8","2.9","30.5","3.1","143489","12867","168625","8428","(X)","(X)","35.3","(X)","(X)","(X)","9721","481","0.9","0.8","0.6","0.6","0.9","0.7","3.4","1.3","3.1","1.4","7.2","1.9","10.6","3.1","17.8","2.8","18.6","3.3","36.9","3.6","165205","12060","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6289","492","7.4","2.4","5.9","2.9","3.0","1.6","8.0","3.1","6.3","1.8","17.1","3.3","12.1","3.5","17.5","3.5","8.8","2.6","14.0","4.0","81975","12335","106242","9711","(X)","(X)","(X)","(X)","26.9","(X)",
"860Z200US94555","ZCTA5 94555","11847","474","0.8","0.5","1.2","0.6","2.5","1.1","1.0","0.6","3.1","1.0","5.8","1.6","7.2","1.7","11.2","1.8","12.5","2.4","54.7","3.0","219938","12689","260767","12411","31.5","(X)","(X)","(X)","(X)","(X)","10083","487","0.4","0.4","0.6","0.5","1.6","1.1","0.6","0.4","2.9","1.0","5.5","1.6","6.3","1.8","11.4","1.9","11.5","2.4","59.2","3.3","241433","16695","278661","15205","(X)","(X)","33.1","(X)","(X)","(X)","8707","474","0.2","0.2","0.2","0.4","1.3","1.0","0.3","0.4","1.9","1.0","4.3","1.5","6.4","1.9","9.2","1.9","10.6","2.5","65.7","3.7","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1764","274","3.4","2.3","4.8","3.7","7.2","3.8","3.7","2.9","6.7","4.4","10.5","5.5","13.4","5.3","12.8","4.7","15.0","8.4","22.4","7.2","100526","20085","137888","27240","(X)","(X)","(X)","(X)","19.4","(X)",
"860Z200US94556","ZCTA5 94556","5614","234","2.4","1.3","2.0","1.8","3.4","2.8","1.3","1.1","3.7","1.6","6.9","2.6","4.5","2.0","11.9","2.1","11.5","2.9","52.5","4.9","215720","21045","279373","24510","32.1","(X)","(X)","(X)","(X)","(X)","4285","196","1.9","1.2","0.3","0.4","1.0","1.2","0.8","0.7","2.0","1.3","6.0","2.9","5.7","2.6","10.5","2.3","11.4","3.5","60.6","5.1","250,000+","***","318751","28335","(X)","(X)","31.6","(X)","(X)","(X)","3823","190","1.3","1.2","0.3","0.4","1.1","1.3","0.6","0.7","1.6","1.4","5.3","3.0","4.2","1.7","10.5","2.6","10.3","3.6","64.9","5.4","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1329","222","4.7","3.9","7.8","7.3","11.4","10.7","3.3","3.4","9.1","4.9","11.7","5.7","0.7","1.2","16.8","6.0","13.2","6.6","21.3","8.5","101683","60377","142514","34003","(X)","(X)","(X)","(X)","31.9","(X)",
