CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Area_Total_Households,Area_Median_Income,Area_Mean_Income,Area_Low_Income_Ratio,Area_High_Income_Ratio,Income_Charge_Ratio,Area_Income_Level
8473-VUVJN,1,United States,California,Temecula,92590,"33.475493, -117.219551",33.475493,-117.219551,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,73.650000000000006,Yes,1,86,5443,Attitude of service provider,2034.0,85253.0,135048.0,22.299999999999997,41.2,0.010366790611474084,Medium
6289-CPNLD,1,United States,California,Temecula,92591,"33.540604, -117.10909",33.540604,-117.10909,Male,No,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.9,2405.0500000000002,Yes,1,73,5374,Attitude of service provider,14469.0,114160.0,129941.0,11.8,56.5,0.007768044849334268,High
5536-SLHPM,1,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473,Female,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.75,4458.1499999999996,Yes,1,79,4398,Attitude of support person,25004.0,134313.0,155138.0,8.5,66.30000000000001,0.006946460878693797,Very High
0196-VULGZ,1,United States,California,Irvine,92620,"33.716136, -117.752574",33.716136,-117.752574,Female,Yes,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.35,474.9,Yes,1,77,5721,Deceased,21248.0,146942.0,192093.0,10.4,67.80000000000001,0.006888432170516258,Very High
8837-VVWLQ,1,United States,California,Capistrano Beach,92624,"33.458754, -117.665104",33.458754,-117.665104,Female,No,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.95,668.4,Yes,1,81,4437,Moved,2829.0,140666.0,190359.0,5.5,68.5,0.00724695377703212,Very High
2696-NARTR,1,United States,California,Corona Del Mar,92625,"33.600987, -117.862734",33.600987,-117.862734,Male,No,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.85,926.25,Yes,1,66,3634,Moved,5644.0,174904.0,267933.0,14.2,68.80000000000001,0.00506677949046334,Very High
7614-QVWQL,1,United States,California,Costa Mesa,92627,"33.645672, -117.922613",33.645672,-117.922613,Male,No,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8,2541.25,Yes,1,67,5375,Moved,22511.0,108994.0,158452.0,12.2,54.7,0.005703066223828834,High
1976-CFOCS,1,United States,California,Dana Point,92629,"33.477923, -117.705314",33.477923,-117.705314,Female,Yes,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,46,Yes,1,67,4531,Competitor had better devices,11031.0,142807.0,201732.0,13.299999999999999,65.0,0.0038653567402158156,Very High
4631-OACRM,1,United States,California,Lake Forest,92630,"33.644849, -117.684254",33.644849,-117.684254,Male,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.0999999999999,Yes,1,74,3621,Competitor offered higher download speeds,23277.0,125853.0,160556.0,10.9,59.400000000000006,0.007570737288741628,Very High
3755-JBMNH,1,United States,California,Huntington Beach,92648,"33.679659, -118.016195",33.679659,-118.016195,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.8,1167.8,Yes,1,86,3327,Competitor offered more data,20469.0,130164.0,170636.0,12.899999999999999,60.8,0.006619341753480224,Very High
6345-ULYRW,1,United States,California,Laguna Beach,92651,"33.570023, -117.773669",33.570023,-117.773669,Male,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.4,3912.9,Yes,1,99,2674,Competitor made better offer,11178.0,146604.0,246944.0,11.6,63.1,0.007235818940820169,Very High
1809-DMJHQ,1,United States,California,Newport Beach,92660,"33.634626, -117.874882",33.634626,-117.874882,Female,No,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,221.7,Yes,1,85,4846,Competitor had better devices,15533.0,159564.0,256724.0,10.1,68.1,0.0034594269384071595,Very High
6923-EFPNL,1,United States,California,Silverado,92676,"33.782346, -117.635263",33.782346,-117.635263,Male,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,201.1,Yes,1,83,3865,Competitor had better devices,757.0,116250.0,187749.0,13.900000000000002,56.1,0.0053419354838709675,High
9574-RKJIF,1,United States,California,Trabuco Canyon,92679,"33.631119, -117.567346",33.631119,-117.567346,Male,No,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,2838.7,Yes,1,71,2792,Competitor offered higher download speeds,10601.0,211250.0,258890.0,6.3,78.0,0.005362366863905325,Very High
2619-WFQWU,1,United States,California,Mission Viejo,92692,"33.60693, -117.644253",33.60693,-117.644253,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.150000000000006,Yes,1,96,3208,Competitor offered higher download speeds,17331.0,131175.0,170861.0,10.3,64.7,0.006417381360777588,Very High
0778-NELLA,1,United States,California,Anaheim,92805,"33.830209, -117.906099",33.830209,-117.906099,Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.7,296.10000000000002,Yes,1,95,5352,Competitor offered higher download speeds,21897.0,91252.0,113955.0,19.200000000000003,45.8,0.004563187656160961,Medium
4614-NUVZD,1,United States,California,Anaheim,92807,"33.848733, -117.788357",33.848733,-117.788357,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.1,81.099999999999994,Yes,1,85,2075,Competitor offered more data,12806.0,138741.0,169774.0,10.2,65.8,0.0070145090492356255,Very High
3803-KMQFW,1,United States,California,Brea,92821,"33.930199, -117.862898",33.930199,-117.862898,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.55,20.55,Yes,1,78,3797,Competitor offered more data,14705.0,123629.0,156203.0,11.799999999999999,60.2,0.001994677624182029,Very High
6804-GDMOI,1,United States,California,Brea,92823,"33.924143, -117.79387",33.924143,-117.79387,Female,No,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.6,6428.4,Yes,1,68,4183,Competitor offered more data,2082.0,169900.0,185116.0,11.4,75.1,0.007529134785167745,Very High
9572-MTILT,1,United States,California,Fullerton,92833,"33.877639, -117.961212",33.877639,-117.961212,Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.75,6252.9,Yes,1,81,4508,Competitor made better offer,16721.0,114176.0,149066.0,14.700000000000001,55.3,0.011219520739910314,High
9611-CTWIH,1,United States,California,Garden Grove,92841,"33.786738, -117.982564",33.786738,-117.982564,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.45,240.45,Yes,1,84,3591,Competitor made better offer,9809.0,84451.0,101106.0,22.2,40.0,0.012710329066559308,Medium
0329-GTIAJ,1,United States,California,Garden Grove,92844,"33.766476, -117.969795",33.766476,-117.969795,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,Yes,1,86,4330,Price too high,6862.0,79701.0,98856.0,21.700000000000003,37.6,0.01474009109045056,Medium
6629-CZTTH,1,United States,California,Orange,92865,"33.828779, -117.848299",33.828779,-117.848299,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.7,55.7,Yes,1,79,4629,Product dissatisfaction,6837.0,127431.0,143701.0,11.100000000000001,63.0,0.005245191515408339,Very High
5364-EVNIB,1,United States,California,Orange,92868,"33.787796, -117.875928",33.787796,-117.875928,Male,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,Yes,1,75,5067,Service dissatisfaction,8938.0,97500.0,110862.0,17.3,49.5,0.009821538461538461,High
5087-SUURX,1,United States,California,Yorba Linda,92887,"33.884073, -117.732197",33.884073,-117.732197,Female,No,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,Yes,1,66,2601,Lack of self-service on Website,6930.0,163953.0,207306.0,7.8,71.9,0.0028581361731715793,Very High
0013-EXCHZ,1,United States,California,Camarillo,93010,"34.227846, -119.079903",34.227846,-119.079903,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.9,267.39999999999998,Yes,1,68,3464,Network reliability,16445.0,111176.0,147168.0,14.1,54.7,0.009055911347772902,High
5550-VFRLC,1,United States,California,Moorpark,93021,"34.312945, -118.858169",34.312945,-118.858169,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.849999999999994,Yes,1,68,5056,Limited range of services,11788.0,147636.0,172291.0,8.2,70.0,0.005677477038120783,Very High
4929-BSTRX,1,United States,California,Oxnard,93030,"34.223244, -119.18012",34.223244,-119.18012,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,53.55,Yes,1,79,2326,Lack of affordable download/upload speed,15204.0,92958.0,113664.0,16.900000000000002,45.900000000000006,0.006912799328729103,High
2225-ZRGSG,1,United States,California,Piru,93040,"34.432843, -118.730106",34.432843,-118.730106,Female,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,6579.05,Yes,1,95,6173,Long distance charges,493.0,94556.0,108713.0,21.8,47.400000000000006,0.011916747747366641,High
5271-YNWVR,1,United States,California,Santa Paula,93060,"34.402343, -119.094824",34.402343,-119.094824,Male,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856,Yes,1,90,4610,Extra data charges,10529.0,80979.0,105327.0,18.5,41.7,0.01676731004334457,Medium
2657-ALMWY,1,United States,California,Simi Valley,93065,"34.269449, -118.768471",34.269449,-118.768471,Female,Yes,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.95,2169.75,Yes,1,75,4316,Price too high,25694.0,120519.0,153301.0,11.899999999999999,59.4,0.00845841734498295,High
6330-JKLPC,1,United States,California,Somis,93066,"34.297628, -119.014627",34.297628,-119.014627,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,Yes,1,75,5119,Product dissatisfaction,1092.0,156957.0,263158.0,4.1,66.19999999999999,0.00615455188363692,Very High
4667-OHGKG,1,United States,California,Summerland,93067,"34.420998, -119.60137",34.420998,-119.60137,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,Yes,1,99,4266,Service dissatisfaction,506.0,71134.0,183944.0,9.9,34.2,0.0032558270306745018,Medium
1660-HSOOQ,1,United States,California,Santa Barbara,93105,"34.037342, -119.80079",34.037342,-119.80079,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.65,49.65,Yes,1,97,5338,Lack of self-service on Website,10490.0,138286.0,190587.0,12.3,61.199999999999996,0.004308462172598816,Very High
7253-UVNDW,1,United States,California,Santa Barbara,93108,"34.457541, -119.631072",34.457541,-119.631072,Female,No,No,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.35,2460.15,Yes,1,83,2793,Network reliability,4618.0,230419.0,327788.0,12.299999999999999,72.1,0.0028304957490484727,Very High
7228-OMTPN,1,United States,California,Santa Barbara,93110,"34.437945, -119.77191",34.437945,-119.77191,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.45,370.65,Yes,1,98,2456,Don't know,6314.0,129209.0,174836.0,16.7,58.5,0.008214598054315103,Very High
6284-AHOOQ,1,United States,California,Avenal,93204,"35.916943, -120.129921",35.916943,-120.129921,Male,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,Yes,1,71,5014,Don't know,2813.0,55079.0,62760.0,20.500000000000004,15.600000000000001,0.019717133571778716,Low
2344-JMOGN,1,United States,California,Buttonwillow,93206,"35.451402, -119.488413",35.451402,-119.488413,Male,No,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.85,890.6,Yes,1,72,3016,Don't know,542.0,53654.0,66402.0,35.7,18.099999999999998,0.0212137026130391,Low
3799-ISUZQ,1,United States,California,California Hot Springs,93207,"35.865795, -118.69759",35.865795,-118.69759,Male,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.95,529.5,Yes,1,90,3296,Poor expertise of online support,93.0,52125.0,100998.0,40.9,32.3,0.01610359712230216,Low
1794-HBQTJ,1,United States,California,Corcoran,93212,"36.04533, -119.532424",36.04533,-119.532424,Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.6,48.6,Yes,1,83,4207,Poor expertise of phone support,4450.0,58244.0,71310.0,34.1,23.099999999999998,0.01001304855435753,Low
2460-FPSYH,1,United States,California,Exeter,93221,"36.301689, -119.018233",36.301689,-119.018233,Female,Yes,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.8,2109.35,Yes,1,90,4272,Attitude of support person,4779.0,86940.0,122892.0,16.9,41.599999999999994,0.007701863354037266,Medium
4818-DRBQT,1,United States,California,Farmersville,93223,"36.29878, -119.201028",36.29878,-119.201028,Male,No,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,Yes,1,83,5189,Attitude of support person,2589.0,60661.0,66497.0,29.500000000000004,16.8,0.015855327145942205,Low
1320-HTRDR,1,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,Yes,1,79,5948,Attitude of service provider,134.0,47000.0,88111.0,39.599999999999994,31.299999999999997,0.019276595744680852,Low
1493-AMTIE,1,United States,California,Ivanhoe,93235,"36.385818, -119.224243",36.385818,-119.224243,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,1,87,5394,Attitude of service provider,1309.0,52083.0,78350.0,21.6,29.900000000000002,0.004654109786302632,Low
6424-ELEYH,1,United States,California,Lebec,93243,"34.845861, -118.885163",34.845861,-118.885163,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,229.5,Yes,1,65,3972,Attitude of service provider,419.0,,76391.0,38.0,21.000000000000004,,
4391-RESHN,1,United States,California,Lemon Cove,93244,"36.462671, -118.997291",36.462671,-118.997291,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,Yes,1,93,5963,Attitude of support person,61.0,,137336.0,26.2,57.400000000000006,,
6821-BUXUX,1,United States,California,Maricopa,93252,"34.737031, -119.460557",34.737031,-119.460557,Female,No,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes,1,65,2110,Attitude of support person,540.0,43947.0,58950.0,39.7,15.700000000000001,0.02639087992354427,Low
5028-HTLJB,1,United States,California,New Cuyama,93254,"34.956577, -119.750142",34.956577,-119.750142,Male,Yes,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,Yes,1,91,3491,Attitude of support person,275.0,60938.0,84839.0,30.2,26.200000000000003,0.003948275296202698,Low
9801-GDWGV,1,United States,California,Onyx,93255,"35.676978, -118.101378",35.676978,-118.101378,Female,No,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,Yes,1,83,4811,Attitude of service provider,214.0,24583.0,41680.0,77.1,10.3,0.05049831184151649,Low
2320-JRSDE,1,United States,California,Richgrove,93261,"35.809921, -119.127437",35.809921,-119.127437,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.9,19.899999999999999,Yes,1,73,4633,Attitude of service provider,513.0,43850.0,48812.0,42.300000000000004,6.2,0.005445838084378563,Low
0601-WZHJF,1,United States,California,Shafter,93263,"35.490705, -119.286833",35.490705,-119.286833,Male,No,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7,Yes,1,76,5360,Attitude of service provider,6402.0,71528.0,89666.0,22.0,34.7,0.007775975841628453,Medium
5143-WMWOG,1,United States,California,Stratford,93266,"36.175255, -119.813805",36.175255,-119.813805,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,19.95,Yes,1,83,2051,Attitude of support person,358.0,62727.0,96121.0,13.9,33.2,0.0038165383327753597,Low
5393-RXQSZ,1,United States,California,Taft,93268,"35.184837, -119.402525",35.184837,-119.402525,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,79.599999999999994,Yes,1,98,2199,Attitude of support person,5766.0,57778.0,75177.0,26.8,27.8,0.016532244106753434,Low
0231-LXVAP,1,United States,California,Tipton,93272,"36.047414, -119.344304",36.047414,-119.344304,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.900000000000006,Yes,1,66,3389,Attitude of support person,999.0,51523.0,68722.0,20.8,28.6,0.017677542068590728,Low
9444-JTXHZ,1,United States,California,Tulare,93274,"36.185471, -119.375243",36.185471,-119.375243,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.2,76.2,Yes,1,83,5973,Don't know,23483.0,72650.0,93921.0,21.9,35.2,0.012586373021335168,Medium
5510-BOIUJ,1,United States,California,Visalia,93277,"36.303793, -119.375646",36.303793,-119.375646,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,19.25,Yes,1,80,5437,Attitude of service provider,18504.0,80548.0,98122.0,19.8,38.5,0.0028678551919352436,Medium
4471-KXAUH,1,United States,California,Woody,93287,"35.710244, -118.881679",35.710244,-118.881679,Female,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.3,3588.4,Yes,1,100,2514,Attitude of service provider,60.0,49750.0,65482.0,35.0,23.3,0.020333668341708543,Low
7638-QVMVY,1,United States,California,Visalia,93292,"36.37559, -119.211689",36.37559,-119.211689,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,522.95000000000005,Yes,1,92,3735,Attitude of support person,14612.0,82872.0,102468.0,14.4,41.0,0.01143932812047495,Medium
3244-DCJWY,1,United States,California,Bakersfield,93312,"35.392599, -119.245341",35.392599,-119.245341,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,Yes,1,89,4133,Attitude of support person,18330.0,114195.0,136878.0,8.899999999999999,58.4,0.00738210954945488,High
0875-CABNR,1,United States,California,San Luis Obispo,93401,"35.233745, -120.626442",35.233745,-120.626442,Female,Yes,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.6,865.55,Yes,1,94,3320,Attitude of support person,13522.0,96824.0,136022.0,21.9,48.9,0.010485003718086423,High
7812-FZHPE,1,United States,California,Bradley,93426,"35.842889, -121.004862",35.842889,-121.004862,Female,No,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.1,409.9,Yes,1,86,4648,Attitude of service provider,598.0,102500.0,109973.0,15.899999999999999,51.6,0.0028214634146341466,High
4797-AXPXK,1,United States,California,Lompoc,93436,"34.601055, -120.382917",34.601055,-120.382917,Female,No,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.0,60,Yes,1,93,4531,Attitude of service provider,18468.0,80097.0,100471.0,21.1,39.099999999999994,0.008989100715382599,Medium
5229-PRWKT,1,United States,California,Lompoc,93437,"34.757477, -120.550507",34.757477,-120.550507,Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,649.65,Yes,1,80,4193,Attitude of service provider,1138.0,84167.0,89636.0,4.0,35.6,0.012339753109888673,Medium
6982-UQZLY,1,United States,California,Los Alamos,93440,"34.758699, -120.275839",34.758699,-120.275839,Female,Yes,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.85,20.85,Yes,1,97,3817,Attitude of support person,542.0,79167.0,92716.0,17.4,34.1,0.0031604077456515974,Medium
5057-LCOUI,1,United States,California,Nipomo,93444,"35.050345, -120.489599",35.050345,-120.489599,Female,No,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,2011.4,Yes,1,94,4119,Attitude of support person,7776.0,110867.0,129861.0,10.2,53.7,0.0054930682709913685,High
0193-ESZXP,1,United States,California,Oceano,93445,"35.059695, -120.604741",35.059695,-120.604741,Female,Yes,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.5,6205.5,Yes,1,100,5067,Attitude of support person,2874.0,72261.0,85720.0,26.8,34.6,0.017519823971436876,Medium
4369-HTUIF,1,United States,California,Pismo Beach,93449,"35.165668, -120.655842",35.165668,-120.655842,Male,Yes,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,Yes,1,90,5831,Attitude of service provider,4129.0,118072.0,152880.0,14.2,59.699999999999996,0.008654041601734535,High
0156-FVPTA,1,United States,California,Solvang,93463,"34.624399, -120.137875",34.624399,-120.137875,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.2,1152.7,Yes,1,87,5102,Attitude of service provider,3535.0,118488.0,163761.0,15.399999999999999,57.9,0.005489163459590845,High
1984-FCOWB,1,United States,California,Templeton,93465,"35.536115, -120.739231",35.536115,-120.739231,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.5,7674.55,Yes,1,100,4191,Attitude of service provider,4130.0,129259.0,154275.0,6.4,62.400000000000006,0.010165636435373939,Very High
0654-HMSHN,1,United States,California,Mojave,93501,"35.097323, -118.171288",35.097323,-118.171288,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,2157.9499999999998,Yes,1,77,3796,Attitude of support person,2186.0,56737.0,75842.0,32.1,27.0,0.022080829088601796,Low
5287-QWLKY,1,United States,California,Big Pine,93513,"37.245505, -118.062943",37.245505,-118.062943,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,Yes,1,66,5725,Attitude of support person,687.0,67292.0,93768.0,28.200000000000003,37.9,0.01874219818106164,Low
5196-SGOAK,1,United States,California,Caliente,93518,"35.358953, -118.527064",35.358953,-118.527064,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,Yes,1,93,4884,Attitude of support person,496.0,62321.0,83267.0,29.799999999999997,34.6,0.014576146082379936,Low
1891-UAWWU,1,United States,California,Johannesburg,93528,"35.363339, -117.637641",35.363339,-117.637641,Female,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.8,1951,Yes,1,87,2312,Attitude of service provider,33.0,,,48.5,0.0,,
6108-OQZDQ,1,United States,California,Keene,93531,"35.214982, -118.59049",35.214982,-118.59049,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,384.5,Yes,1,72,2570,Attitude of service provider,196.0,164318.0,155024.0,0.0,75.89999999999999,0.0071532029357708835,Very High
0363-QJVFX,1,United States,California,Lake Hughes,93532,"34.659579, -118.584212",34.659579,-118.584212,Male,No,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,Yes,1,69,2541,Attitude of service provider,1019.0,113363.0,116948.0,10.3,56.699999999999996,0.011448179741185397,High
9840-DVNDC,1,United States,California,Lancaster,93536,"34.741406, -118.38111",34.741406,-118.38111,Male,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,463.05,Yes,1,96,2181,Attitude of support person,23147.0,106903.0,125254.0,16.2,53.4,0.009036229104889479,High
3096-JRDSO,1,United States,California,Lone Pine,93545,"36.590415, -118.073839",36.590415,-118.073839,Female,Yes,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,Yes,1,75,3444,Attitude of support person,706.0,43529.0,75785.0,39.7,25.0,0.02875324496312803,Low
8042-JVNFH,1,United States,California,Olancha,93549,"36.296851, -117.865469",36.296851,-117.865469,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,71.349999999999994,Yes,1,92,5730,Attitude of support person,113.0,73958.0,73045.0,40.7,18.6,0.011576840909705507,Medium
3374-LXDEV,1,United States,California,Pearblossom,93553,"34.445239, -117.894868",34.445239,-117.894868,Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,1132.3499999999999,Yes,1,75,2226,Attitude of service provider,554.0,74643.0,85413.0,26.5,37.5,0.014372412684377639,Medium
